Hotel_name,Price,Rating,Type,Pagenum,Original_price,Discount
Tranzit,₹ 1400 for two approx.,4.0,Multicuisine,84,₹ 1400 for two approx.,15% Off + 25% Off
Tranzit,₹ 1400 for two approx.,4.0,Multicuisine,84,₹ 1400 for two approx.,15% Off + 25% Off
WelcomCafe,₹ 2500 for two approx.,5.0,Multicuisine,84,₹ 2500 for two approx.,15% Off + 25% Off
WelcomCafe,₹ 2500 for two approx.,5.0,Multicuisine,84,₹ 2500 for two approx.,15% Off + 25% Off
Little Italy,₹ 1100 for two approx.,5.0,Italian,84,₹ 1100 for two approx.,15% Off + 25% Off
Little Italy,₹ 1100 for two approx.,5.0,Italian,84,₹ 1100 for two approx.,15% Off + 25% Off
Khalsa Parivar Restaurant,₹ 950 for two approx.,3.7,Multicuisine,84,₹ 950 for two approx.,15% Off + 25% Off
Khalsa Parivar Restaurant,₹ 950 for two approx.,3.7,Multicuisine,84,₹ 950 for two approx.,15% Off + 25% Off
Show Sha Baazi,₹ 1000 for two approx.,3.7,Multicuisine,84,₹ 1000 for two approx.,15% Off + 25% Off
Show Sha Baazi,₹ 1000 for two approx.,3.7,Multicuisine,84,₹ 1000 for two approx.,15% Off + 25% Off
Agama Cafe,₹ 1300 for two approx.,5.0,Cafe,84,₹ 1300 for two approx.,15% Off + 25% Off
Agama Cafe,₹ 1300 for two approx.,5.0,Cafe,84,₹ 1300 for two approx.,15% Off + 25% Off
Khi Khi,₹ 2500 for two approx.,4.3,"Cocktail Menu, Modern Indian",84,₹ 2500 for two approx.,15% Off + 25% Off
Khi Khi,₹ 2500 for two approx.,4.3,"Cocktail Menu, Modern Indian",84,₹ 2500 for two approx.,15% Off + 25% Off
Melange,₹ 1700 for two approx.,4.3,Multicuisine,84,₹ 1700 for two approx.,15% Off + 25% Off
Melange,₹ 1700 for two approx.,4.3,Multicuisine,84,₹ 1700 for two approx.,15% Off + 25% Off
Jungle Barbeque,₹ 1400 for two approx.,3.8,Multicuisine,85,₹ 1400 for two approx.,15% Off + 25% Off
Jungle Barbeque,₹ 1400 for two approx.,3.8,Multicuisine,85,₹ 1400 for two approx.,15% Off + 25% Off
Zodiac,₹ 1500 for two approx.,5.0,Multicuisine,85,₹ 1500 for two approx.,15% Off + 25% Off
Zodiac,₹ 1500 for two approx.,5.0,Multicuisine,85,₹ 1500 for two approx.,15% Off + 25% Off
AB's - Absolute Barbecues,₹ 1850 for two approx.,4.2,"Multicuisine, Barbeque",85,₹ 1850 for two approx.,15% Off + 25% Off
AB's - Absolute Barbecues,₹ 1850 for two approx.,4.2,"Multicuisine, Barbeque",85,₹ 1850 for two approx.,15% Off + 25% Off
Miss Margarita,₹ 2200 for two approx.,4.5,Mexican,85,₹ 2200 for two approx.,15% Off + 25% Off
Miss Margarita,₹ 2200 for two approx.,4.5,Mexican,85,₹ 2200 for two approx.,15% Off + 25% Off
Molecule Air Bar,₹ 2200 for two approx.,3.9,"North Indian, Asian",85,₹ 2200 for two approx.,15% Off + 25% Off
Molecule Air Bar,₹ 2200 for two approx.,3.9,"North Indian, Asian",85,₹ 2200 for two approx.,15% Off + 25% Off
Impulse,₹ 1100 for two approx.,1.0,Multicuisine,85,₹ 1100 for two approx.,15% Off + 25% Off
Impulse,₹ 1100 for two approx.,1.0,Multicuisine,85,₹ 1100 for two approx.,15% Off + 25% Off
Chapter Twelve,₹ 1500 for two approx.,4.4,"Cocktail Menu, Multicuisine",85,₹ 1500 for two approx.,15% Off + 25% Off
Chapter Twelve,₹ 1500 for two approx.,4.4,"Cocktail Menu, Multicuisine",85,₹ 1500 for two approx.,15% Off + 25% Off
SOBO By Chef Ajay Chopra,₹ 1800 for two approx.,5.0,Modern Indian,85,₹ 1800 for two approx.,15% Off + 25% Off
SOBO By Chef Ajay Chopra,₹ 1800 for two approx.,5.0,Modern Indian,85,₹ 1800 for two approx.,15% Off + 25% Off
Kutumb,₹ 1000 for two approx.,4.2,Indian,85,₹ 1000 for two approx.,15% Off + 25% Off
Kutumb,₹ 1000 for two approx.,4.2,Indian,85,₹ 1000 for two approx.,15% Off + 25% Off
Blooms,₹ 3500 for two approx.,4.3,Multicuisine,86,₹ 3500 for two approx.,15% Off + 25% Off
Blooms,₹ 3500 for two approx.,4.3,Multicuisine,86,₹ 3500 for two approx.,15% Off + 25% Off
The Pizza Bay,₹ 1200 for two approx.,4.2,Pizza,86,₹ 1200 for two approx.,15% Off + 25% Off
The Pizza Bay,₹ 1200 for two approx.,4.2,Pizza,86,₹ 1200 for two approx.,15% Off + 25% Off
The Masala Kitchen,₹ 1100 for two approx.,3.4,Multicuisine,86,₹ 1100 for two approx.,15% Off + 25% Off
The Masala Kitchen,₹ 1100 for two approx.,3.4,Multicuisine,86,₹ 1100 for two approx.,15% Off + 25% Off
Beyond Design Bistro,₹ 1300 for two approx.,4.0,Multicuisine,86,₹ 1300 for two approx.,15% Off + 25% Off
Beyond Design Bistro,₹ 1300 for two approx.,4.0,Multicuisine,86,₹ 1300 for two approx.,15% Off + 25% Off
Punjabi Dhaba 61,₹ 1000 for two approx.,4.0,North Indian,86,₹ 1000 for two approx.,15% Off + 25% Off
Punjabi Dhaba 61,₹ 1000 for two approx.,4.0,North Indian,86,₹ 1000 for two approx.,15% Off + 25% Off
Laila By Ebowla BYOB,₹ 1200 for two approx.,4.0,Multicuisine,86,₹ 1200 for two approx.,15% Off + 25% Off
Laila By Ebowla BYOB,₹ 1200 for two approx.,4.0,Multicuisine,86,₹ 1200 for two approx.,15% Off + 25% Off
Ten Twenty Two - 1022,₹ 1200 for two approx.,4.1,"Multicuisine, Cocktail Menu",86,₹ 1200 for two approx.,15% Off + 25% Off
Ten Twenty Two - 1022,₹ 1200 for two approx.,4.1,"Multicuisine, Cocktail Menu",86,₹ 1200 for two approx.,15% Off + 25% Off
Bun And Boota,₹ 1300 for two approx.,5.0,Multicuisine,86,₹ 1300 for two approx.,15% Off + 25% Off
Bun And Boota,₹ 1300 for two approx.,5.0,Multicuisine,86,₹ 1300 for two approx.,15% Off + 25% Off
Kaansa ,₹ 3000 for two approx.,5.0,"Cocktail Menu, Modern Indian",86,₹ 3000 for two approx.,15% Off + 25% Off
Kaansa ,₹ 3000 for two approx.,5.0,"Cocktail Menu, Modern Indian",86,₹ 3000 for two approx.,15% Off + 25% Off
La Piazza,₹ 4500 for two approx.,4.5,Italian,87,₹ 4500 for two approx.,15% Off + 25% Off
La Piazza,₹ 4500 for two approx.,4.5,Italian,87,₹ 4500 for two approx.,15% Off + 25% Off
Cafe De Flora,₹ 1200 for two approx.,4.9,Italian,87,₹ 1200 for two approx.,15% Off + 25% Off
Cafe De Flora,₹ 1200 for two approx.,4.9,Italian,87,₹ 1200 for two approx.,15% Off + 25% Off
F Bar & Lounge,₹ 1500 for two approx.,3.5,Multicuisine,87,₹ 1500 for two approx.,15% Off + 25% Off
F Bar & Lounge,₹ 1500 for two approx.,3.5,Multicuisine,87,₹ 1500 for two approx.,15% Off + 25% Off
Krishnam Restaurant,₹ 800 for two approx.,5.0,Multicuisine,87,₹ 800 for two approx.,15% Off + 25% Off
Krishnam Restaurant,₹ 800 for two approx.,5.0,Multicuisine,87,₹ 800 for two approx.,15% Off + 25% Off
Big Dream Cafe,₹ 1400 for two approx.,1.8,Multicuisine,87,₹ 1400 for two approx.,15% Off + 25% Off
Big Dream Cafe,₹ 1400 for two approx.,1.8,Multicuisine,87,₹ 1400 for two approx.,15% Off + 25% Off
Team Kitchen & Bar,₹ 1000 for two approx.,4.5,Multicuisine,87,₹ 1000 for two approx.,15% Off + 25% Off
Team Kitchen & Bar,₹ 1000 for two approx.,4.5,Multicuisine,87,₹ 1000 for two approx.,15% Off + 25% Off
 Juu Juu,₹ 2000 for two approx.,4.1,"Mediterranean, Middle Eastern",87,₹ 2000 for two approx.,15% Off + 25% Off
 Juu Juu,₹ 2000 for two approx.,4.1,"Mediterranean, Middle Eastern",87,₹ 2000 for two approx.,15% Off + 25% Off
Mona cava,₹ 1500 for two approx.,3.9,Multicuisine,87,₹ 1500 for two approx.,15% Off + 25% Off
Mona cava,₹ 1500 for two approx.,3.9,Multicuisine,87,₹ 1500 for two approx.,15% Off + 25% Off
Kamikaze By the Game Palacio,₹ 1500 for two approx.,3.5,Multicuisine,87,₹ 1500 for two approx.,15% Off + 25% Off
Kamikaze By the Game Palacio,₹ 1500 for two approx.,3.5,Multicuisine,87,₹ 1500 for two approx.,15% Off + 25% Off
Housefull Cafe & Lounge,₹ 1200 for two approx.,3.8,Multicuisine,88,₹ 1200 for two approx.,15% Off + 25% Off
Housefull Cafe & Lounge,₹ 1200 for two approx.,3.8,Multicuisine,88,₹ 1200 for two approx.,15% Off + 25% Off
The Ninth House,₹ 1500 for two approx.,4.2,Multicuisine,88,₹ 1500 for two approx.,15% Off + 25% Off
The Ninth House,₹ 1500 for two approx.,4.2,Multicuisine,88,₹ 1500 for two approx.,15% Off + 25% Off
Depot 48,₹ 1800 for two approx.,4.2,"Mexican, American",88,₹ 1800 for two approx.,15% Off + 25% Off
Depot 48,₹ 1800 for two approx.,4.2,"Mexican, American",88,₹ 1800 for two approx.,15% Off + 25% Off
Cafe Dakia,₹ 700 for two approx.,4.8,Italian,88,₹ 700 for two approx.,15% Off + 25% Off
Cafe Dakia,₹ 700 for two approx.,4.8,Italian,88,₹ 700 for two approx.,15% Off + 25% Off
Kasso,₹ 1500 for two approx.,5.0,Multicuisine,88,₹ 1500 for two approx.,15% Off + 25% Off
Kasso,₹ 1500 for two approx.,5.0,Multicuisine,88,₹ 1500 for two approx.,15% Off + 25% Off
Orchid ,₹ 1400 for two approx.,4.5,Multicuisine,88,₹ 1400 for two approx.,15% Off + 25% Off
Orchid ,₹ 1400 for two approx.,4.5,Multicuisine,88,₹ 1400 for two approx.,15% Off + 25% Off
Smaaash,₹ 1200 for two approx.,4.2,Multicuisine,88,₹ 1200 for two approx.,15% Off + 25% Off
Smaaash,₹ 1200 for two approx.,4.2,Multicuisine,88,₹ 1200 for two approx.,15% Off + 25% Off
Pop Seoul,₹ 1000 for two approx.,3.3,"Korean, Pan Asian",88,₹ 1000 for two approx.,15% Off + 25% Off
Pop Seoul,₹ 1000 for two approx.,3.3,"Korean, Pan Asian",88,₹ 1000 for two approx.,15% Off + 25% Off
Hing- The Indian Story,₹ 900 for two approx.,4.0,North Indian,88,₹ 900 for two approx.,15% Off + 25% Off
Hing- The Indian Story,₹ 900 for two approx.,4.0,North Indian,88,₹ 900 for two approx.,15% Off + 25% Off
Reflex,₹ 2000 for two approx.,4.3,Multicuisine,89,₹ 2000 for two approx.,15% Off + 25% Off
Reflex,₹ 2000 for two approx.,4.3,Multicuisine,89,₹ 2000 for two approx.,15% Off + 25% Off
"Factory Pub,Bar & Brewery",₹ 1600 for two approx.,3.5,Multicuisine,89,₹ 1600 for two approx.,15% Off + 25% Off
"Factory Pub,Bar & Brewery",₹ 1600 for two approx.,3.5,Multicuisine,89,₹ 1600 for two approx.,15% Off + 25% Off
CAD Techbar & Craftkitchen,₹ 1800 for two approx.,4.2,"Cocktail Menu, Modern Indian",89,₹ 1800 for two approx.,15% Off + 25% Off
CAD Techbar & Craftkitchen,₹ 1800 for two approx.,4.2,"Cocktail Menu, Modern Indian",89,₹ 1800 for two approx.,15% Off + 25% Off
Fly 7,₹ 1400 for two approx.,4.8,"Cocktail Menu, Multicuisine",89,₹ 1400 for two approx.,15% Off + 25% Off
Fly 7,₹ 1400 for two approx.,4.8,"Cocktail Menu, Multicuisine",89,₹ 1400 for two approx.,15% Off + 25% Off
Tamarind Kitchen,₹ 1200 for two approx.,4.5,"North Indian, Multicuisine, Chinese, Italian",89,₹ 1200 for two approx.,15% Off + 25% Off
Tamarind Kitchen,₹ 1200 for two approx.,4.5,"North Indian, Multicuisine, Chinese, Italian",89,₹ 1200 for two approx.,15% Off + 25% Off
Flavours,₹ 1200 for two approx.,3.9,Multicuisine,89,₹ 1200 for two approx.,15% Off + 25% Off
Flavours,₹ 1200 for two approx.,3.9,Multicuisine,89,₹ 1200 for two approx.,15% Off + 25% Off
The Crest,₹ 2100 for two approx.,4.7,Multicuisine,89,₹ 2100 for two approx.,15% Off + 25% Off
The Crest,₹ 2100 for two approx.,4.7,Multicuisine,89,₹ 2100 for two approx.,15% Off + 25% Off
Dana Choga Reserve,₹ 1100 for two approx.,4.3,Indian,89,₹ 1100 for two approx.,15% Off + 25% Off
Dana Choga Reserve,₹ 1100 for two approx.,4.3,Indian,89,₹ 1100 for two approx.,15% Off + 25% Off
Ministry Of Sound,₹ 4000 for two approx.,4.1,Multicuisine,89,₹ 4000 for two approx.,15% Off + 25% Off
Ministry Of Sound,₹ 4000 for two approx.,4.1,Multicuisine,89,₹ 4000 for two approx.,15% Off + 25% Off
Easy Tiger by Boraan ,₹ 2000 for two approx.,5.0,"Thai, oriental, Asian",90,₹ 2000 for two approx.,15% Off + 25% Off
Easy Tiger by Boraan ,₹ 2000 for two approx.,5.0,"Thai, oriental, Asian",90,₹ 2000 for two approx.,15% Off + 25% Off
Rose Cafe,₹ 1200 for two approx.,3.8,"Italian, Continental",90,₹ 1200 for two approx.,15% Off + 25% Off
Rose Cafe,₹ 1200 for two approx.,3.8,"Italian, Continental",90,₹ 1200 for two approx.,15% Off + 25% Off
Fiaba,₹ 1000 for two approx.,4.3,"American, Bakery, European, Italian",90,₹ 1000 for two approx.,15% Off + 25% Off
Fiaba,₹ 1000 for two approx.,4.3,"American, Bakery, European, Italian",90,₹ 1000 for two approx.,15% Off + 25% Off
Saule Kitchen & Bar,₹ 2000 for two approx.,4.5,Multicuisine,90,₹ 2000 for two approx.,15% Off + 25% Off
Saule Kitchen & Bar,₹ 2000 for two approx.,4.5,Multicuisine,90,₹ 2000 for two approx.,15% Off + 25% Off
Cafe C,₹ 1500 for two approx.,3.0,Multicuisine,90,₹ 1500 for two approx.,15% Off + 25% Off
Cafe C,₹ 1500 for two approx.,3.0,Multicuisine,90,₹ 1500 for two approx.,15% Off + 25% Off
Baraamda Heritage,₹ 1000 for two approx.,3.9,"Chinese, North Indian",90,₹ 1000 for two approx.,15% Off + 25% Off
Baraamda Heritage,₹ 1000 for two approx.,3.9,"Chinese, North Indian",90,₹ 1000 for two approx.,15% Off + 25% Off
Cantonese Aroma,₹ 1200 for two approx.,4.2,Chinese,90,₹ 1200 for two approx.,15% Off + 25% Off
Cantonese Aroma,₹ 1200 for two approx.,4.2,Chinese,90,₹ 1200 for two approx.,15% Off + 25% Off
Barbeque 29,₹ 1000 for two approx.,4.3,Barbeque,90,₹ 1000 for two approx.,15% Off + 25% Off
Barbeque 29,₹ 1000 for two approx.,4.3,Barbeque,90,₹ 1000 for two approx.,15% Off + 25% Off
The Good Food Cafe,₹ 700 for two approx.,3.7,"Cafe, Healthy Food, Continental",90,₹ 700 for two approx.,15% Off + 25% Off
The Good Food Cafe,₹ 700 for two approx.,3.7,"Cafe, Healthy Food, Continental",90,₹ 700 for two approx.,15% Off + 25% Off
Seoul Restaurant,₹ 2000 for two approx.,4.7,Korean,91,₹ 2000 for two approx.,15% Off + 25% Off
Seoul Restaurant,₹ 2000 for two approx.,4.7,Korean,91,₹ 2000 for two approx.,15% Off + 25% Off
All Day Diner,₹ 1000 for two approx.,4.0,Multicuisine,91,₹ 1000 for two approx.,15% Off + 25% Off
All Day Diner,₹ 1000 for two approx.,4.0,Multicuisine,91,₹ 1000 for two approx.,15% Off + 25% Off
Jalsa cafe,₹ 500 for two approx.,5.0,Multicuisine,91,₹ 500 for two approx.,15% Off + 25% Off
Jalsa cafe,₹ 500 for two approx.,5.0,Multicuisine,91,₹ 500 for two approx.,15% Off + 25% Off
Bombay Club,₹ 1500 for two approx.,4.4,Continental,91,₹ 1500 for two approx.,15% Off + 25% Off
Bombay Club,₹ 1500 for two approx.,4.4,Continental,91,₹ 1500 for two approx.,15% Off + 25% Off
Lakhori - Haveli Dharampura,₹ 4000 for two approx.,4.1,Modern Indian,91,₹ 4000 for two approx.,15% Off + 25% Off
Lakhori - Haveli Dharampura,₹ 4000 for two approx.,4.1,Modern Indian,91,₹ 4000 for two approx.,15% Off + 25% Off
Kanha Rajwadi - Aroma Of Rajasthan,₹ 1000 for two approx.,2.6,Multicuisine,91,₹ 1000 for two approx.,15% Off + 25% Off
Kanha Rajwadi - Aroma Of Rajasthan,₹ 1000 for two approx.,2.6,Multicuisine,91,₹ 1000 for two approx.,15% Off + 25% Off
Atrium Bar  & Lounge,₹ 3000 for two approx.,4.0,"Finger Food, Cocktail Menu",91,₹ 3000 for two approx.,15% Off + 25% Off
Atrium Bar  & Lounge,₹ 3000 for two approx.,4.0,"Finger Food, Cocktail Menu",91,₹ 3000 for two approx.,15% Off + 25% Off
The Groove,₹ 2500 for two approx.,4.1,Multicuisine,91,₹ 2500 for two approx.,15% Off + 25% Off
The Groove,₹ 2500 for two approx.,4.1,Multicuisine,91,₹ 2500 for two approx.,15% Off + 25% Off
Harajuku Tokyo Cafe,₹ 1500 for two approx.,4.8,Japanese,91,₹ 1500 for two approx.,15% Off + 25% Off
Harajuku Tokyo Cafe,₹ 1500 for two approx.,4.8,Japanese,91,₹ 1500 for two approx.,15% Off + 25% Off
Dwarka SYD Rooftop Cafe,₹ 700 for two approx.,4.2,Multicuisine,92,₹ 700 for two approx.,15% Off + 25% Off
Dwarka SYD Rooftop Cafe,₹ 700 for two approx.,4.2,Multicuisine,92,₹ 700 for two approx.,15% Off + 25% Off
Moon Dust Cafe by Baan Thai,₹ 1200 for two approx.,3.8,"Thai, Multicuisine",92,₹ 1200 for two approx.,15% Off + 25% Off
Moon Dust Cafe by Baan Thai,₹ 1200 for two approx.,3.8,"Thai, Multicuisine",92,₹ 1200 for two approx.,15% Off + 25% Off
Tea Lounge,₹ 1500 for two approx.,4.6,Coffee and Tea,92,₹ 1500 for two approx.,15% Off + 25% Off
Tea Lounge,₹ 1500 for two approx.,4.6,Coffee and Tea,92,₹ 1500 for two approx.,15% Off + 25% Off
The Dakshiini Cafe,₹ 1000 for two approx.,4.4,South Indian,92,₹ 1000 for two approx.,15% Off + 25% Off
The Dakshiini Cafe,₹ 1000 for two approx.,4.4,South Indian,92,₹ 1000 for two approx.,15% Off + 25% Off
The Rooftop Heaven Pub & Cafe,₹ 1000 for two approx.,4.0,Multicuisine,92,₹ 1000 for two approx.,15% Off + 25% Off
The Rooftop Heaven Pub & Cafe,₹ 1000 for two approx.,4.0,Multicuisine,92,₹ 1000 for two approx.,15% Off + 25% Off
Almadhaq,₹ 1000 for two approx.,4.7,Lebanese,92,₹ 1000 for two approx.,15% Off + 25% Off
Almadhaq,₹ 1000 for two approx.,4.7,Lebanese,92,₹ 1000 for two approx.,15% Off + 25% Off
SILQ,₹ 3500 for two approx.,5.0,Indian,92,₹ 3500 for two approx.,15% Off + 25% Off
SILQ,₹ 3500 for two approx.,5.0,Indian,92,₹ 3500 for two approx.,15% Off + 25% Off
Moets Curry Leaf,₹ 1000 for two approx.,4.2,Multicuisine,92,₹ 1000 for two approx.,15% Off + 25% Off
Moets Curry Leaf,₹ 1000 for two approx.,4.2,Multicuisine,92,₹ 1000 for two approx.,15% Off + 25% Off
Emoi Ice Cream & Gelato,₹ 300 for two approx.,4.0,Ice Cream,92,₹ 300 for two approx.,15% Off + 25% Off
Emoi Ice Cream & Gelato,₹ 300 for two approx.,4.0,Ice Cream,92,₹ 300 for two approx.,15% Off + 25% Off
Walk In The Woods,₹ 1300 for two approx.,4.6,Asian,93,₹ 1300 for two approx.,15% Off + 25% Off
Walk In The Woods,₹ 1300 for two approx.,4.6,Asian,93,₹ 1300 for two approx.,15% Off + 25% Off
The Blue Door Cafe,₹ 1500 for two approx.,4.4,European,93,₹ 1500 for two approx.,15% Off + 25% Off
The Blue Door Cafe,₹ 1500 for two approx.,4.4,European,93,₹ 1500 for two approx.,15% Off + 25% Off
Arisii (The Coastal Kitchen),₹ 1200 for two approx.,4.0,South Indian,93,₹ 1200 for two approx.,15% Off + 25% Off
Arisii (The Coastal Kitchen),₹ 1200 for two approx.,4.0,South Indian,93,₹ 1200 for two approx.,15% Off + 25% Off
Yummy Dosa,₹ 1000 for two approx.,4.0,South Indian,93,₹ 1000 for two approx.,15% Off + 25% Off
Yummy Dosa,₹ 1000 for two approx.,4.0,South Indian,93,₹ 1000 for two approx.,15% Off + 25% Off
Ka Eclairs & Kafe,₹ 900 for two approx.,4.5,Cafe,93,₹ 900 for two approx.,15% Off + 25% Off
Ka Eclairs & Kafe,₹ 900 for two approx.,4.5,Cafe,93,₹ 900 for two approx.,15% Off + 25% Off
AMPM Cafe & Bar,₹ 1500 for two approx.,4.3,"Cocktail Menu, Multicuisine",93,₹ 1500 for two approx.,15% Off + 25% Off
AMPM Cafe & Bar,₹ 1500 for two approx.,4.3,"Cocktail Menu, Multicuisine",93,₹ 1500 for two approx.,15% Off + 25% Off
Uncultured Cafe & Bar,₹ 1500 for two approx.,4.2,Multicuisine,93,₹ 1500 for two approx.,15% Off + 25% Off
Uncultured Cafe & Bar,₹ 1500 for two approx.,4.2,Multicuisine,93,₹ 1500 for two approx.,15% Off + 25% Off
Zylo by Kakapo,₹ 3000 for two approx.,4.2,Multicuisine,93,₹ 3000 for two approx.,15% Off + 25% Off
Zylo by Kakapo,₹ 3000 for two approx.,4.2,Multicuisine,93,₹ 3000 for two approx.,15% Off + 25% Off
The Green Room By Mia’s,₹ 1500 for two approx.,4.0,"Indian, Continental",93,₹ 1500 for two approx.,15% Off + 25% Off
The Green Room By Mia’s,₹ 1500 for two approx.,4.0,"Indian, Continental",93,₹ 1500 for two approx.,15% Off + 25% Off
T.K'S Oriental Grill,₹ 4000 for two approx.,4.6,Japanese,94,₹ 4000 for two approx.,15% Off + 25% Off
T.K'S Oriental Grill,₹ 4000 for two approx.,4.6,Japanese,94,₹ 4000 for two approx.,15% Off + 25% Off
Nagaland's Kitchen,₹ 1500 for two approx.,4.5,Nagaland,94,₹ 1500 for two approx.,15% Off + 25% Off
Nagaland's Kitchen,₹ 1500 for two approx.,4.5,Nagaland,94,₹ 1500 for two approx.,15% Off + 25% Off
Saffron ,₹ 3200 for two approx.,4.5,North Indian,94,₹ 3200 for two approx.,15% Off + 25% Off
Saffron ,₹ 3200 for two approx.,4.5,North Indian,94,₹ 3200 for two approx.,15% Off + 25% Off
Dilli 32 ,₹ 3000 for two approx.,4.3,North Indian,94,₹ 3000 for two approx.,15% Off + 25% Off
Dilli 32 ,₹ 3000 for two approx.,4.3,North Indian,94,₹ 3000 for two approx.,15% Off + 25% Off
The Palate,₹ 1500 for two approx.,5.0,Multicuisine,94,₹ 1500 for two approx.,15% Off + 25% Off
The Palate,₹ 1500 for two approx.,5.0,Multicuisine,94,₹ 1500 for two approx.,15% Off + 25% Off
Tubata,₹ 2400 for two approx.,2.2,Multicuisine,94,₹ 2400 for two approx.,15% Off + 25% Off
Tubata,₹ 2400 for two approx.,2.2,Multicuisine,94,₹ 2400 for two approx.,15% Off + 25% Off
RBG,₹ 1500 for two approx.,4.4,Multicuisine,94,₹ 1500 for two approx.,15% Off + 25% Off
RBG,₹ 1500 for two approx.,4.4,Multicuisine,94,₹ 1500 for two approx.,15% Off + 25% Off
Grillardin,₹ 1200 for two approx.,4.4,"European, Healthy Food, Mediterranean, Modern Indian",94,₹ 1200 for two approx.,15% Off + 25% Off
Grillardin,₹ 1200 for two approx.,4.4,"European, Healthy Food, Mediterranean, Modern Indian",94,₹ 1200 for two approx.,15% Off + 25% Off
Ivoryy Delhi,₹ 1200 for two approx.,4.1,Multicuisine,94,₹ 1200 for two approx.,15% Off + 25% Off
Ivoryy Delhi,₹ 1200 for two approx.,4.1,Multicuisine,94,₹ 1200 for two approx.,15% Off + 25% Off
Grubsoul Seafoods,₹ 900 for two approx.,4.4,Seafood,95,₹ 900 for two approx.,15% Off + 25% Off
Grubsoul Seafoods,₹ 900 for two approx.,4.4,Seafood,95,₹ 900 for two approx.,15% Off + 25% Off
Keasar Fine Dining,₹ 1200 for two approx.,2.0,Multicuisine,95,₹ 1200 for two approx.,15% Off + 25% Off
Keasar Fine Dining,₹ 1200 for two approx.,2.0,Multicuisine,95,₹ 1200 for two approx.,15% Off + 25% Off
Stallion,₹ 3000 for two approx.,4.9,Cocktail Menu,95,₹ 3000 for two approx.,15% Off + 25% Off
Stallion,₹ 3000 for two approx.,4.9,Cocktail Menu,95,₹ 3000 for two approx.,15% Off + 25% Off
Verde by Game Palacio,₹ 2000 for two approx.,4.0,Multicuisine,95,₹ 2000 for two approx.,15% Off + 25% Off
Verde by Game Palacio,₹ 2000 for two approx.,4.0,Multicuisine,95,₹ 2000 for two approx.,15% Off + 25% Off
Promenade ,₹ 1600 for two approx.,3.5,North Indian,95,₹ 1600 for two approx.,15% Off + 25% Off
Promenade ,₹ 1600 for two approx.,3.5,North Indian,95,₹ 1600 for two approx.,15% Off + 25% Off
Club Encore by Vatavaran,₹ 1500 for two approx.,4.0,Multicuisine,95,₹ 1500 for two approx.,15% Off + 25% Off
Club Encore by Vatavaran,₹ 1500 for two approx.,4.0,Multicuisine,95,₹ 1500 for two approx.,15% Off + 25% Off
RHUM Bar and Restaurant,₹ 1100 for two approx.,4.0,Multicuisine,95,₹ 1100 for two approx.,15% Off + 25% Off
RHUM Bar and Restaurant,₹ 1100 for two approx.,4.0,Multicuisine,95,₹ 1100 for two approx.,15% Off + 25% Off
Val Halla,₹ 1500 for two approx.,4.0,"Finger Food, Cocktail Menu",95,₹ 1500 for two approx.,15% Off + 25% Off
Val Halla,₹ 1500 for two approx.,4.0,"Finger Food, Cocktail Menu",95,₹ 1500 for two approx.,15% Off + 25% Off
Jamun,₹ 1400 for two approx.,4.4,Modern Indian,95,₹ 1400 for two approx.,15% Off + 25% Off
Jamun,₹ 1400 for two approx.,4.4,Modern Indian,95,₹ 1400 for two approx.,15% Off + 25% Off
Shakshuka,₹ 1000 for two approx.,5.0,"Pan Asian, Continental",96,₹ 1000 for two approx.,15% Off + 25% Off
Shakshuka,₹ 1000 for two approx.,5.0,"Pan Asian, Continental",96,₹ 1000 for two approx.,15% Off + 25% Off
Atrium Lounge,₹ 1500 for two approx.,5.0,Bakery,96,₹ 1500 for two approx.,15% Off + 25% Off
Atrium Lounge,₹ 1500 for two approx.,5.0,Bakery,96,₹ 1500 for two approx.,15% Off + 25% Off
Niko - Modern Asian,₹ 2000 for two approx.,4.8,Asian,96,₹ 2000 for two approx.,15% Off + 25% Off
Niko - Modern Asian,₹ 2000 for two approx.,4.8,Asian,96,₹ 2000 for two approx.,15% Off + 25% Off
Leaf,₹ 1200 for two approx.,2.3,Multicuisine,96,₹ 1200 for two approx.,15% Off + 25% Off
Leaf,₹ 1200 for two approx.,2.3,Multicuisine,96,₹ 1200 for two approx.,15% Off + 25% Off
Delhi Barbeque ,₹ 1500 for two approx.,3.8,"Multicuisine, Barbeque",96,₹ 1500 for two approx.,15% Off + 25% Off
Delhi Barbeque ,₹ 1500 for two approx.,3.8,"Multicuisine, Barbeque",96,₹ 1500 for two approx.,15% Off + 25% Off
Rizq,₹ 1200 for two approx.,5.0,North Indian,96,₹ 1200 for two approx.,15% Off + 25% Off
Rizq,₹ 1200 for two approx.,5.0,North Indian,96,₹ 1200 for two approx.,15% Off + 25% Off
Bamboo Shoots,₹ 1700 for two approx.,4.0,Asian,96,₹ 1700 for two approx.,15% Off + 25% Off
Bamboo Shoots,₹ 1700 for two approx.,4.0,Asian,96,₹ 1700 for two approx.,15% Off + 25% Off
The Hangar Lounge Bar,₹ 2500 for two approx.,4.7,"Cocktail Menu, Finger Food",96,₹ 2500 for two approx.,15% Off + 25% Off
The Hangar Lounge Bar,₹ 2500 for two approx.,4.7,"Cocktail Menu, Finger Food",96,₹ 2500 for two approx.,15% Off + 25% Off
